BBL,borough,zip5,median_household_income,res_unit,eviction_count,hpd_2025_habitability_count,hpd_2025_strict_count,vacate_count,litigation_count,is_aep,lien_amount,water,C,I,dob_violations,winner_score,baseline_score
1013900133,MN,10021,156712.0,9.0,0.0,0.0,0.0,0.0,0.0,False,54228.0,179103.82,42.0,2.0,45.0,52.2,185.32
3011740043,BK,11237,82570.0,8.0,0.0,0.0,0.0,0.0,0.0,False,53806.0,0.0,0.0,0.0,0.0,0.0,270.98
2024280023,BX,10456,35676.0,6.0,0.0,0.0,0.0,0.0,0.0,False,53572.0,154681.88,119.0,3.0,422.0,150.7,306.72
1008640049,MN,10016,153065.0,9.0,0.0,0.0,0.0,0.0,0.0,False,52347.0,3268.87,0.0,0.0,0.0,0.5,242.17
4162290060,QN,11385,87365.0,8.0,0.0,0.0,0.0,0.0,0.0,False,51721.0,0.0,0.0,0.0,0.0,0.1,303.38
2023700041,BX,10458,42107.0,7.0,0.0,0.0,0.0,0.0,0.0,False,50901.0,0.0,4.0,0.0,2.0,6.5,4878.12
3058640019,BK,11220,64201.0,6.0,0.0,0.0,0.0,0.0,0.0,False,50620.0,47377.17,216.0,1.0,296.0,176.1,471.7
3034130027,BK,11237,82570.0,6.0,0.0,0.0,0.0,0.0,0.0,False,49351.0,12689.8,219.0,205.0,224.0,180.1,192.34
2028030003,BX,10457,44911.0,8.0,0.0,0.0,0.0,0.0,0.0,False,48533.0,81888.29,189.0,18.0,193.0,158.9,202.47
4036770004,QN,11385,87365.0,6.0,0.0,0.0,0.0,0.0,0.0,False,47890.0,12941.26,98.0,36.0,45.0,66.8,158.11
3019120022,BK,11205,86753.0,6.0,0.0,0.0,0.0,0.0,0.0,False,47828.0,0.0,0.0,0.0,4.0,0.9,318.48
1004220046,MN,10002,46525.0,6.0,0.0,0.0,0.0,0.0,0.0,False,46034.0,60871.76,28.0,0.0,471.0,176.1,272.75
3032580002,BK,11237,82570.0,9.0,0.0,0.0,0.0,0.0,0.0,False,43933.0,0.0,0.0,0.0,8.0,1.9,190.92
3007140035,BK,11232,87517.0,6.0,0.0,0.0,0.0,0.0,0.0,False,43102.0,373515.93,205.0,11.0,73.0,104.1,283.67
2038980080,BX,10458,42107.0,6.0,0.0,0.0,0.0,0.0,0.0,False,42827.0,0.0,12.0,0.0,10.0,8.4,1231.75
2031100026,BX,10458,42107.0,9.0,0.0,0.0,0.0,0.0,0.0,False,42717.0,0.0,55.0,0.0,87.0,100.4,293.68
2040380002,BX,10458,42107.0,6.0,0.0,0.0,0.0,0.0,0.0,False,42264.0,0.0,0.0,21.0,40.0,24.5,343.61
3018860080,BK,11237,82570.0,7.0,0.0,0.0,0.0,0.0,0.0,False,41716.0,0.0,0.0,0.0,3.0,0.7,209.34
3016530056,BK,11237,82570.0,8.0,0.0,0.0,0.0,0.0,0.0,False,41132.0,0.0,50.0,0.0,2.0,9.1,244.2
3046050013,BK,11203,68028.0,6.0,0.0,0.0,0.0,0.0,0.0,False,41002.0,51314.63,112.0,22.0,37.0,92.5,516.84
3033750016,BK,11237,82570.0,7.0,0.0,0.0,0.0,0.0,0.0,False,40847.0,0.0,0.0,0.0,0.0,0.0,188.33
3019000047,BK,11205,86753.0,10.0,0.0,0.0,0.0,0.0,0.0,False,40194.0,0.0,15.0,3.0,0.0,7.5,241.36
3056050015,BK,11219,55685.0,5.0,0.0,0.0,0.0,0.0,0.0,False,39042.0,175288.23,0.0,205.0,40.0,76.3,218.39
1016770052,MN,10024,182614.0,6.0,0.0,0.0,0.0,0.0,0.0,False,38428.0,0.0,0.0,0.0,6.0,4.5,221.02
3009450009,BK,11217,158314.0,6.0,0.0,0.0,0.0,0.0,0.0,False,36688.0,203400.92,80.0,172.0,197.0,174.6,233.13
3050390004,BK,11225,85201.0,6.0,0.0,0.0,0.0,0.0,0.0,False,36671.0,3972.49,171.0,33.0,23.0,144.0,500.92
3019860029,BK,11216,95000.0,8.0,0.0,0.0,0.0,0.0,0.0,False,35799.0,142397.79,0.0,147.0,438.0,154.4,210.91
